channelId,ipAddress,name
64,10.32.100.74,T5





31,10.32.101.47			C109
10.32.101.48			C110
10.32.101.49			C111
10.32.101.50			C112
10.32.101.51			C113
10.32.101.52			C140
10.32.101.53			C141
10.32.101.54			C142
10.32.101.55			C143
10.32.101.56			C144
10.32.101.57			C171
10.32.101.58			C172
10.32.101.59			C173
10.32.101.60			C174
10.32.101.61			C175
